CODE,Customer_ID,Revisiones,Km_medio_por_revision,km_ultima_revision,DAYS_LAST_SERVICE,QUEJA,Churn_400,Churn_bin,FLAG_SIN_REVISION
ID47070,56564,1,38530,38530,220.0,NO,N,0,0
ID47079,82550,1,37477,37477,120.0,NO,N,0,0
ID47081,67304,0,0,0,,NO,N,0,1
ID47101,42136,1,48150,48150,227.0,NO,N,0,0
ID47103,45576,2,25464,50928,345.0,SI,N,0,0
ID47107,87140,0,0,0,,NO,N,0,1
ID47110,44224,1,18686,18686,191.0,NO,N,0,0
ID47127,27285,1,21745,21745,37.0,NO,N,0,0
ID47128,71772,2,16101,32202,249.0,SI,N,0,0
ID47135,54045,1,41299,41299,131.0,NO,N,0,0
ID47137,98669,1,52026,52026,98.0,NO,N,0,0
ID47142,34361,0,0,0,,NO,N,0,1
ID47158,73846,0,0,0,,NO,N,0,1
ID47159,36416,1,43844,43844,332.0,NO,N,0,0
ID47185,87599,0,0,0,,NO,N,0,1
ID47188,79834,1,45547,45547,87.0,NO,N,0,0
ID47199,5391,1,36489,36489,134.0,NO,N,0,0
ID47212,86936,2,17823,35646,240.0,SI,N,0,0
ID47221,81421,1,23682,23682,107.0,NO,N,0,0
ID47222,48976,0,0,0,,NO,N,0,1
ID47227,45807,2,34146,68292,357.0,NO,N,0,0
ID47233,8040,1,32380,32380,256.0,NO,N,0,0
ID47240,45857,1,32064,32064,192.0,NO,N,0,0
ID47243,40680,0,0,0,,NO,N,0,1
ID47294,35264,1,17034,17034,81.0,NO,N,0,0
ID47299,66952,1,26413,26413,76.0,NO,N,0,0
ID45401,28270,0,0,0,,NO,N,0,1
ID45475,82692,3,42395,127185,46.0,NO,N,0,0
ID45503,16625,0,0,0,,NO,N,0,1
ID45544,89876,1,25045,25045,133.0,NO,N,0,0
ID45551,32438,1,24456,24456,301.0,NO,N,0,0
ID45634,76416,0,0,0,,NO,N,0,1
ID45636,38210,3,52885,158655,68.0,NO,N,0,0
ID45663,42892,1,23672,23672,42.0,NO,N,0,0
ID45705,90680,0,0,0,,NO,N,0,1
ID45710,9551,0,0,0,,,N,0,1
ID45713,23432,1,54767,54767,226.0,NO,N,0,0
ID45734,4522,1,45987,45987,185.0,NO,N,0,0
ID45779,87540,2,16612,33224,18.0,NO,N,0,0
ID45875,58200,0,0,0,,NO,N,0,1
ID45907,83581,1,27081,27081,53.0,NO,N,0,0
ID45924,73753,0,0,0,,,N,0,1
ID45939,60673,2,44008,88016,287.0,NO,N,0,0
ID45971,39704,1,23884,23884,7.0,NO,N,0,0
ID46095,15151,2,37313,74626,601.0,NO,Y,1,0
ID46111,71297,1,44127,44127,36.0,NO,N,0,0
ID46216,77356,0,0,0,,NO,N,0,1
ID46257,5309,0,0,0,,NO,N,0,1
ID46344,48019,0,0,0,,NO,N,0,1
ID46407,11612,1,18706,18706,9.0,NO,N,0,0
ID46512,59426,4,50495,201980,306.0,NO,N,0,0
ID46519,41646,2,30320,60640,405.0,SI,Y,1,0
ID46532,45399,2,28534,57068,268.0,NO,N,0,0
ID46596,91979,2,38665,77330,499.0,NO,Y,1,0
ID46607,97587,0,0,0,,,N,0,1
ID46623,74272,0,0,0,,NO,N,0,1
ID46672,69146,0,0,0,,NO,N,0,1
ID46821,33129,1,22159,22159,579.0,NO,Y,1,0
ID46932,38453,0,0,0,,,N,0,1
ID46968,90030,1,51009,51009,80.0,NO,N,0,0
ID46976,8708,2,32268,64536,409.0,NO,Y,1,0
ID47136,71011,0,0,0,,,N,0,1
ID47164,9637,0,0,0,,SI,N,0,1
ID47165,44322,2,52257,104514,294.0,,N,0,0
ID47220,38845,2,42383,84766,343.0,NO,N,0,0
ID47279,85906,2,32484,64968,348.0,NO,N,0,0
ID47403,94230,2,42890,85780,388.0,,N,0,0
ID47426,46383,0,0,0,,,N,0,1
ID47528,61457,1,33653,33653,81.0,NO,N,0,0
ID47537,21416,0,0,0,,,N,0,1
ID47638,83176,2,49833,99666,23.0,,N,0,0
ID47668,82959,1,17442,17442,2.0,,N,0,0
ID47696,39472,2,40020,80040,145.0,,N,0,0
ID47732,13876,2,48991,97982,142.0,NO,N,0,0
ID47751,18740,1,15340,15340,131.0,,N,0,0
ID47798,49528,1,35790,35790,66.0,,N,0,0
ID47823,26669,0,0,0,,SI,N,0,1
ID47830,16530,0,0,0,,,N,0,1
ID47844,80866,0,0,0,,,N,0,1
ID47892,94664,4,50093,200372,156.0,,N,0,0
ID48015,50912,2,49885,99770,57.0,,N,0,0
ID48028,23891,0,0,0,,,N,0,1
ID48045,97629,2,39742,79484,434.0,NO,Y,1,0
ID48060,28909,0,0,0,,SI,N,0,1
ID48081,79598,0,0,0,,,N,0,1
ID48088,727,2,39388,78776,231.0,,N,0,0
ID48113,52061,0,0,0,,,N,0,1
ID48117,28325,1,54037,54037,96.0,,N,0,0
ID48148,47577,0,0,0,,NO,N,0,1
ID48149,4192,0,0,0,,,N,0,1
ID48199,13622,0,0,0,,,N,0,1
ID48249,6733,2,23949,47898,149.0,,N,0,0
ID48276,19750,0,0,0,,,N,0,1
ID48319,43923,1,20451,20451,54.0,,N,0,0
ID48373,69960,0,0,0,,,N,0,1
ID48390,32295,0,0,0,,,N,0,1
ID48425,51012,1,35981,35981,51.0,,N,0,0
ID48427,54618,0,0,0,,,N,0,1
ID48432,52383,2,41592,83184,14.0,,N,0,0
ID48437,11302,0,0,0,,,N,0,1
ID48467,99958,0,0,0,,,N,0,1
ID48478,60861,2,24797,49594,56.0,,N,0,0
ID48498,85344,1,53974,53974,104.0,,N,0,0
ID48499,7362,0,0,0,,,N,0,1
ID48501,83976,0,0,0,,,N,0,1
ID48509,73113,2,33859,67718,123.0,NO,N,0,0
ID48536,4566,0,0,0,,,N,0,1
ID48555,14804,0,0,0,,,N,0,1
ID48575,84910,0,0,0,,,N,0,1
ID48627,6568,1,15838,15838,43.0,NO,N,0,0
ID48633,63967,2,16430,32860,141.0,NO,N,0,0
ID48637,70781,0,0,0,,,N,0,1
ID48701,13578,1,23734,23734,163.0,,N,0,0
ID48713,37395,2,19403,38806,3.0,,N,0,0
ID48728,27673,0,0,0,,,N,0,1
ID48756,39067,0,0,0,,SI,N,0,1
ID48784,97105,0,0,0,,,N,0,1
ID48840,79297,1,32102,32102,115.0,,N,0,0
ID48899,16127,0,0,0,,NO,N,0,1
ID48987,58437,0,0,0,,,N,0,1
ID49004,44455,0,0,0,,SI,N,0,1
ID49005,18220,2,41986,83972,196.0,NO,N,0,0
ID49042,95198,1,34040,34040,26.0,,N,0,0
ID49055,79543,0,0,0,,,N,0,1
ID49066,29586,0,0,0,,,N,0,1
ID49126,9921,2,32757,65514,57.0,NO,N,0,0
ID49159,63340,0,0,0,,,N,0,1
ID49331,61070,0,0,0,,,N,0,1
ID49429,13219,0,0,0,,SI,N,0,1
ID49452,14924,2,20901,41802,27.0,,N,0,0
ID44726,81558,1,51463,51463,719.0,NO,Y,1,0
ID45062,22182,2,48553,97106,25.0,SI,N,0,0
ID45315,29588,0,0,0,,,N,0,1
ID45357,91531,1,24628,24628,75.0,NO,N,0,0
ID45364,73032,0,0,0,,NO,N,0,1
ID45377,89467,1,19002,19002,322.0,NO,N,0,0
ID45390,65572,1,43680,43680,58.0,NO,N,0,0
ID45415,63028,1,34967,34967,566.0,NO,Y,1,0
ID45419,69635,1,37545,37545,476.0,NO,Y,1,0
ID45424,47314,0,0,0,,NO,N,0,1
ID45481,11232,2,24762,49524,86.0,NO,N,0,0
ID45482,90153,1,50142,50142,51.0,NO,N,0,0
ID45483,97032,1,34461,34461,17.0,NO,N,0,0
ID45507,66857,1,40516,40516,414.0,SI,Y,1,0
ID45516,93746,1,15524,15524,127.0,NO,N,0,0
ID45517,21206,2,53552,107104,82.0,NO,N,0,0
ID45531,23431,1,39544,39544,27.0,NO,N,0,0
ID45538,24921,1,18681,18681,106.0,NO,N,0,0
ID45541,70848,0,0,0,,,N,0,1
ID45543,29121,3,51839,155517,243.0,NO,N,0,0
ID45570,76169,1,19729,19729,148.0,NO,N,0,0
ID45582,16692,1,37372,37372,394.0,NO,N,0,0
ID45614,4094,1,50874,50874,294.0,NO,N,0,0
ID45617,26905,0,0,0,,NO,N,0,1
ID45620,24026,0,0,0,,NO,N,0,1
ID45624,56777,2,50805,101610,24.0,NO,N,0,0
ID45628,31594,2,54400,108800,41.0,NO,N,0,0
ID45630,61194,1,47694,47694,53.0,NO,N,0,0
ID45635,48909,3,33950,101850,35.0,NO,N,0,0
ID45638,46401,2,15431,30862,634.0,NO,Y,1,0
ID45640,9476,0,0,0,,NO,N,0,1
ID45641,86219,1,17501,17501,20.0,SI,N,0,0
ID45644,25593,0,0,0,,,N,0,1
ID45647,31547,2,25061,50122,26.0,SI,N,0,0
ID45648,12022,0,0,0,,,N,0,1
ID45655,4010,2,38054,76108,25.0,NO,N,0,0
ID45662,31715,0,0,0,,SI,N,0,1
ID45664,997,0,0,0,,,N,0,1
ID45666,48703,0,0,0,,,N,0,1
ID45669,9964,0,0,0,,SI,N,0,1
ID45671,63643,0,0,0,,NO,N,0,1
ID45692,43610,0,0,0,,,N,0,1
ID45698,71304,1,53798,53798,455.0,NO,Y,1,0
ID45702,65008,3,35561,106683,65.0,NO,N,0,0
ID45741,93765,3,18165,54495,19.0,NO,N,0,0
ID45742,1893,3,51290,153870,261.0,NO,N,0,0
ID45755,7784,1,51836,51836,215.0,NO,N,0,0
ID45759,15513,3,44107,132321,17.0,NO,N,0,0
ID45764,15049,0,0,0,,NO,N,0,1
ID45767,47103,1,19827,19827,9.0,NO,N,0,0
ID45770,76124,5,20670,103350,351.0,NO,N,0,0
ID45774,80250,1,24290,24290,167.0,NO,N,0,0
ID45775,31459,3,17331,51993,286.0,,N,0,0
ID45776,91736,1,37191,37191,449.0,NO,Y,1,0
ID45781,67925,1,28275,28275,67.0,NO,N,0,0
ID45782,84134,0,0,0,,,N,0,1
ID45783,2268,1,16776,16776,15.0,NO,N,0,0
ID45796,810,1,38320,38320,419.0,NO,Y,1,0
ID45797,21572,3,49127,147381,7.0,NO,N,0,0
ID45798,63114,0,0,0,,NO,N,0,1
ID45803,34649,1,21237,21237,18.0,NO,N,0,0
ID45822,86801,3,46434,139302,31.0,NO,N,0,0
ID45824,28861,1,39133,39133,117.0,NO,N,0,0
ID45835,80515,2,37973,75946,206.0,NO,N,0,0
ID45839,4076,0,0,0,,,N,0,1
ID45845,59031,3,30147,90441,8.0,NO,N,0,0
ID45848,39243,3,30435,91305,9.0,NO,N,0,0
ID45851,60189,2,50326,100652,33.0,NO,N,0,0
ID45855,55908,0,0,0,,NO,N,0,1
ID45879,61484,1,17511,17511,256.0,NO,N,0,0
ID45880,68102,1,36819,36819,474.0,NO,Y,1,0
ID45886,4356,1,23899,23899,321.0,NO,N,0,0
ID45909,50666,0,0,0,,,N,0,1
ID45910,51965,0,0,0,,,N,0,1
ID45912,21342,1,52772,52772,10.0,NO,N,0,0
ID45916,39891,0,0,0,,NO,N,0,1
ID45917,87683,1,16324,16324,235.0,NO,N,0,0
ID45921,99978,0,0,0,,NO,N,0,1
ID45945,60196,0,0,0,,NO,N,0,1
ID45957,52914,0,0,0,,,N,0,1
ID45961,72666,1,20897,20897,32.0,NO,N,0,0
ID45979,72866,1,45239,45239,6.0,NO,N,0,0
ID45982,60279,2,40541,81082,673.0,NO,Y,1,0
ID45984,12078,1,47733,47733,65.0,NO,N,0,0
ID46006,46541,1,52336,52336,40.0,NO,N,0,0
ID46008,47813,3,15736,47208,271.0,NO,N,0,0
ID46022,6928,3,21182,63546,12.0,NO,N,0,0
ID46027,14528,1,17304,17304,425.0,NO,Y,1,0
ID46031,61923,0,0,0,,NO,N,0,1
ID46033,85311,1,47438,47438,225.0,SI,N,0,0
ID46042,51426,1,43745,43745,140.0,NO,N,0,0
ID46049,99156,1,16859,16859,4.0,NO,N,0,0
ID46052,86803,0,0,0,,NO,N,0,1
ID46077,2562,0,0,0,,,N,0,1
ID46096,94575,2,42784,85568,610.0,NO,Y,1,0
ID46097,2570,0,0,0,,,N,0,1
ID46121,44854,1,51692,51692,415.0,SI,Y,1,0
ID46122,72079,0,0,0,,NO,N,0,1
ID46126,29116,0,0,0,,NO,N,0,1
ID46131,15788,2,46261,92522,521.0,NO,Y,1,0
ID46139,41354,1,31156,31156,20.0,NO,N,0,0
ID46140,61951,1,16908,16908,265.0,NO,N,0,0
ID46151,15834,1,23583,23583,279.0,NO,N,0,0
ID46164,62675,1,21498,21498,121.0,SI,N,0,0
ID46173,85710,2,31947,63894,557.0,NO,Y,1,0
ID46174,4710,0,0,0,,SI,N,0,1
ID46179,47400,3,49503,148509,197.0,NO,N,0,0
ID46180,52106,0,0,0,,,N,0,1
ID46182,28545,0,0,0,,SI,N,0,1
ID46191,39235,1,29175,29175,145.0,NO,N,0,0
ID46201,98766,3,30429,91287,178.0,SI,N,0,0
ID46202,45058,0,0,0,,,N,0,1
ID46206,75327,2,32194,64388,42.0,NO,N,0,0
ID46217,82820,0,0,0,,,N,0,1
ID46220,36559,2,41757,83514,294.0,NO,N,0,0
ID46227,86949,5,28992,144960,183.0,NO,N,0,0
ID46234,74062,2,34702,69404,462.0,NO,Y,1,0
ID46237,77605,1,22956,22956,377.0,NO,N,0,0
ID46261,53300,2,29808,59616,47.0,NO,N,0,0
ID46273,10049,3,36944,110832,84.0,NO,N,0,0
ID46296,90542,0,0,0,,NO,N,0,1
ID46299,40202,1,37613,37613,421.0,NO,Y,1,0
ID46304,23786,0,0,0,,,N,0,1
ID46316,46189,0,0,0,,NO,N,0,1
ID46318,89408,0,0,0,,,N,0,1
ID46319,71893,0,0,0,,NO,N,0,1
ID46321,57325,4,15489,61956,53.0,NO,N,0,0
ID46325,42166,3,18384,55152,100.0,NO,N,0,0
ID46337,80852,2,26825,53650,410.0,NO,Y,1,0
ID46347,34948,1,47427,47427,282.0,SI,N,0,0
ID46369,6142,1,30167,30167,269.0,SI,N,0,0
ID46374,6792,0,0,0,,NO,N,0,1
ID46380,70353,2,25087,50174,320.0,NO,N,0,0
ID46381,66117,1,28026,28026,288.0,NO,N,0,0
ID46382,41701,3,43932,131796,243.0,SI,N,0,0
ID46399,94129,1,29923,29923,451.0,SI,Y,1,0
ID46406,67236,1,35996,35996,205.0,NO,N,0,0
ID46409,21786,1,16257,16257,186.0,NO,N,0,0
ID46412,83209,0,0,0,,,N,0,1
ID46421,42166,0,0,0,,NO,N,0,1
ID46437,64248,0,0,0,,SI,N,0,1
ID46446,57383,2,17456,34912,430.0,NO,Y,1,0
ID46463,57531,1,19388,19388,345.0,NO,N,0,0
ID46466,37830,0,0,0,,NO,N,0,1
ID46467,30183,2,44665,89330,561.0,SI,Y,1,0
ID46499,61020,2,15308,30616,376.0,NO,N,0,0
ID46501,7404,2,51137,102274,537.0,NO,Y,1,0
ID46502,14018,0,0,0,,NO,N,0,1
ID46504,93021,1,51339,51339,145.0,NO,N,0,0
ID46514,99914,1,40696,40696,183.0,NO,N,0,0
ID46515,97455,0,0,0,,,N,0,1
ID46517,75874,3,15855,47565,109.0,NO,N,0,0
ID46521,65847,2,39418,78836,347.0,NO,N,0,0
ID46525,6657,1,25674,25674,333.0,NO,N,0,0
ID46536,56948,1,40763,40763,248.0,NO,N,0,0
ID46541,14402,0,0,0,,,N,0,1
ID46542,90721,2,45476,90952,278.0,NO,N,0,0
ID46551,38911,0,0,0,,,N,0,1
ID46556,31879,1,41123,41123,138.0,NO,N,0,0
ID46557,72942,2,40056,80112,398.0,NO,N,0,0
ID46563,26673,2,48227,96454,559.0,,Y,1,0
ID46566,11379,0,0,0,,,N,0,1
ID46578,20801,2,30677,61354,338.0,NO,N,0,0
ID46581,39166,0,0,0,,NO,N,0,1
ID46588,29613,1,23996,23996,285.0,NO,N,0,0
ID46591,71588,1,37520,37520,423.0,NO,Y,1,0
ID46592,1036,2,48068,96136,458.0,NO,Y,1,0
ID46603,3951,0,0,0,,,N,0,1
ID46610,71887,4,21826,87304,8.0,NO,N,0,0
ID46611,86495,0,0,0,,NO,N,0,1
ID46612,79865,1,30582,30582,327.0,NO,N,0,0
ID46619,96621,2,21530,43060,370.0,SI,N,0,0
ID46620,77424,0,0,0,,NO,N,0,1
ID46629,81257,0,0,0,,,N,0,1
ID46633,63545,2,27530,55060,531.0,NO,Y,1,0
ID46640,97851,1,41088,41088,125.0,NO,N,0,0
ID46645,53170,1,15402,15402,25.0,NO,N,0,0
ID46647,7855,1,19920,19920,130.0,NO,N,0,0
ID46681,51091,1,30716,30716,155.0,NO,N,0,0
ID46690,50687,2,40758,81516,500.0,NO,Y,1,0
ID46698,66503,0,0,0,,,N,0,1
ID46700,81767,0,0,0,,,N,0,1
ID46702,1884,2,53615,107230,492.0,SI,Y,1,0
ID46709,36042,0,0,0,,NO,N,0,1
ID46714,25232,1,51613,51613,163.0,NO,N,0,0
ID46715,95930,1,32495,32495,283.0,NO,N,0,0
ID46719,19895,2,52589,105178,507.0,SI,Y,1,0
ID46734,5462,1,41345,41345,249.0,NO,N,0,0
ID46736,38677,1,20190,20190,118.0,NO,N,0,0
ID46746,32888,1,48592,48592,146.0,NO,N,0,0
ID46751,3583,2,30659,61318,423.0,SI,Y,1,0
ID46753,34987,1,49265,49265,106.0,NO,N,0,0
ID46762,75098,1,43778,43778,136.0,NO,N,0,0
ID46763,41118,1,26874,26874,6.0,,N,0,0
ID46772,77460,2,50586,101172,33.0,SI,N,0,0
ID46777,52322,0,0,0,,NO,N,0,1
ID46783,36938,0,0,0,,NO,N,0,1
ID46791,72249,2,27416,54832,93.0,SI,N,0,0
ID46796,91790,1,40929,40929,22.0,NO,N,0,0
ID46797,58237,1,21144,21144,156.0,NO,N,0,0
ID46799,48952,0,0,0,,NO,N,0,1
ID46805,11839,2,51431,102862,374.0,NO,N,0,0
ID46813,68999,3,21546,64638,108.0,NO,N,0,0
ID46822,13191,0,0,0,,NO,N,0,1
ID46827,63838,3,47645,142935,6.0,NO,N,0,0
ID46843,10275,0,0,0,,,N,0,1
ID46844,55965,0,0,0,,NO,N,0,1
ID46850,7051,0,0,0,,,N,0,1
ID46863,52673,0,0,0,,,N,0,1
ID46870,45397,0,0,0,,NO,N,0,1
ID46873,44589,1,28992,28992,264.0,NO,N,0,0
ID46877,43159,2,37387,74774,365.0,NO,N,0,0
ID46879,66375,2,19379,38758,480.0,NO,Y,1,0
ID46880,3487,1,22509,22509,127.0,NO,N,0,0
ID46886,30228,0,0,0,,NO,N,0,1
ID46914,45669,0,0,0,,NO,N,0,1
ID46917,82412,1,39737,39737,174.0,,N,0,0
ID46925,86739,2,47714,95428,435.0,NO,Y,1,0
ID46928,72607,0,0,0,,NO,N,0,1
ID46930,88101,1,54135,54135,201.0,NO,N,0,0
ID46936,21157,1,22696,22696,124.0,NO,N,0,0
ID46948,74198,0,0,0,,,N,0,1
ID46949,65698,0,0,0,,NO,N,0,1
ID46950,70450,1,53610,53610,324.0,NO,N,0,0
ID46951,58789,2,30407,60814,401.0,NO,Y,1,0
ID46953,90808,2,53148,106296,464.0,NO,Y,1,0
ID46954,24975,0,0,0,,NO,N,0,1
ID46955,40400,1,42307,42307,202.0,NO,N,0,0
ID46956,5846,0,0,0,,NO,N,0,1
ID46963,64856,1,31150,31150,181.0,SI,N,0,0
ID46967,88285,0,0,0,,NO,N,0,1
ID46983,68385,1,20072,20072,187.0,NO,N,0,0
ID46995,26234,0,0,0,,,N,0,1
ID46996,86812,1,24108,24108,155.0,NO,N,0,0
ID47006,47730,0,0,0,,,N,0,1
ID47014,85801,2,37188,74376,460.0,SI,Y,1,0
ID47017,47432,1,41691,41691,123.0,NO,N,0,0
ID47020,99827,5,15254,76270,166.0,NO,N,0,0
ID47021,4067,1,45053,45053,117.0,NO,N,0,0
ID47056,71333,1,40527,40527,202.0,NO,N,0,0
ID47059,83825,2,28842,57684,362.0,NO,N,0,0
ID47060,18136,2,26550,53100,58.0,NO,N,0,0
ID47061,78327,1,46549,46549,43.0,NO,N,0,0
ID47068,78507,1,22170,22170,16.0,NO,N,0,0
ID47077,75426,1,18152,18152,207.0,NO,N,0,0
ID47085,94218,2,16684,33368,69.0,NO,N,0,0
ID47088,61895,2,20996,41992,290.0,NO,N,0,0
ID47090,8858,6,38888,233328,136.0,NO,N,0,0
ID47094,64356,0,0,0,,NO,N,0,1
ID47100,90899,1,31657,31657,174.0,SI,N,0,0
ID47122,82218,2,40697,81394,276.0,SI,N,0,0
ID47125,22282,1,37554,37554,190.0,NO,N,0,0
ID47129,89139,1,16986,16986,290.0,NO,N,0,0
ID47133,57357,0,0,0,,,N,0,1
ID47138,87272,2,26905,53810,321.0,NO,N,0,0
ID47144,35518,0,0,0,,NO,N,0,1
ID47147,48647,0,0,0,,NO,N,0,1
ID47151,51592,2,40153,80306,271.0,NO,N,0,0
ID47153,84194,0,0,0,,,N,0,1
ID47160,99780,1,19701,19701,288.0,SI,N,0,0
ID47168,3893,1,44537,44537,255.0,NO,N,0,0
ID47173,26446,2,34628,69256,73.0,NO,N,0,0
ID47216,19707,1,34754,34754,114.0,NO,N,0,0
ID47235,62152,1,17496,17496,197.0,NO,N,0,0
ID47242,76538,2,17957,35914,261.0,NO,N,0,0
ID47251,30804,2,26426,52852,240.0,NO,N,0,0
ID47255,28585,0,0,0,,SI,N,0,1
ID47274,60151,2,41213,82426,338.0,NO,N,0,0
ID47302,33475,2,23719,47438,423.0,NO,Y,1,0
ID47312,98352,2,22085,44170,235.0,NO,N,0,0
ID47318,18372,0,0,0,,,N,0,1
ID47319,76260,0,0,0,,,N,0,1
ID47324,67218,2,28380,56760,308.0,NO,N,0,0
ID47326,14269,1,50465,50465,173.0,NO,N,0,0
ID47342,99903,0,0,0,,,N,0,1
ID47351,32210,0,0,0,,,N,0,1
ID47355,53523,1,26628,26628,100.0,,N,0,0
ID47373,1968,1,52431,52431,63.0,NO,N,0,0
ID47374,82361,0,0,0,,,N,0,1
ID47391,31273,2,47588,95176,208.0,,N,0,0
ID47393,83758,1,54716,54716,108.0,,N,0,0
ID47396,51458,1,26691,26691,52.0,NO,N,0,0
ID47428,82158,0,0,0,,,N,0,1
ID47433,44800,0,0,0,,,N,0,1
ID47452,27184,0,0,0,,,N,0,1
ID47476,10324,1,49916,49916,112.0,NO,N,0,0
ID47477,54803,1,31806,31806,131.0,,N,0,0
ID47479,6712,2,23690,47380,98.0,,N,0,0
ID47487,18761,0,0,0,,,N,0,1
ID47502,13611,0,0,0,,,N,0,1
ID47520,81621,1,23823,23823,228.0,SI,N,0,0
ID47532,90585,1,32431,32431,90.0,,N,0,0
ID47553,96778,0,0,0,,NO,N,0,1
ID47556,48158,2,30459,60918,301.0,,N,0,0
ID47568,5083,1,33556,33556,126.0,SI,N,0,0
ID47572,46847,1,25829,25829,25.0,NO,N,0,0
ID47579,35076,1,46783,46783,183.0,,N,0,0
ID47582,50810,2,49978,99956,246.0,,N,0,0
ID47583,79833,0,0,0,,NO,N,0,1
ID47584,12461,2,35822,71644,258.0,,N,0,0
ID47586,41554,2,29773,59546,276.0,,N,0,0
ID47589,63173,2,34575,69150,599.0,NO,Y,1,0
ID47596,84405,1,34706,34706,342.0,,N,0,0
ID47601,99383,0,0,0,,,N,0,1
ID47608,92920,1,46324,46324,184.0,NO,N,0,0
ID47618,67185,2,40991,81982,63.0,,N,0,0
ID47619,58923,1,37794,37794,86.0,NO,N,0,0
ID47630,57595,1,31225,31225,88.0,,N,0,0
ID47639,56429,0,0,0,,,N,0,1
ID47650,8733,1,26273,26273,61.0,,N,0,0
ID47654,93605,0,0,0,,,N,0,1
ID47656,923,0,0,0,,SI,N,0,1
ID47660,82095,0,0,0,,NO,N,0,1
ID47661,82491,0,0,0,,,N,0,1
ID47667,45490,0,0,0,,NO,N,0,1
ID47671,17403,1,44935,44935,58.0,,N,0,0
ID47699,86245,1,36110,36110,2.0,,N,0,0
ID47705,64739,2,33840,67680,322.0,SI,N,0,0
ID47718,79618,1,36086,36086,45.0,,N,0,0
ID47719,72515,1,28859,28859,110.0,NO,N,0,0
ID47720,49195,0,0,0,,,N,0,1
ID47722,53357,0,0,0,,NO,N,0,1
ID47725,4609,0,0,0,,,N,0,1
ID47726,56055,0,0,0,,,N,0,1
ID47734,90543,1,25445,25445,74.0,NO,N,0,0
ID47736,77065,2,33727,67454,113.0,,N,0,0
ID47738,7551,2,46716,93432,497.0,,Y,1,0
ID47745,80511,1,38402,38402,6.0,,N,0,0
ID47749,41715,1,39659,39659,104.0,,N,0,0
ID47750,82415,2,34716,69432,254.0,,N,0,0
ID47752,75744,0,0,0,,,N,0,1
ID47758,63534,1,47707,47707,102.0,NO,N,0,0
ID47759,12400,2,22057,44114,2.0,,N,0,0
ID47771,64160,2,54479,108958,299.0,NO,N,0,0
ID47773,75090,2,44497,88994,130.0,,N,0,0
ID47778,91267,2,30709,61418,186.0,,N,0,0
ID47780,22869,1,51983,51983,70.0,,N,0,0
ID47782,72903,0,0,0,,,N,0,1
ID47790,2995,2,21270,42540,145.0,,N,0,0
ID47829,69227,2,28737,57474,80.0,NO,N,0,0
ID47839,95776,0,0,0,,,N,0,1
ID47843,92165,1,53826,53826,240.0,,N,0,0
ID47849,35338,1,41483,41483,89.0,,N,0,0
ID47855,23516,0,0,0,,SI,N,0,1
ID47863,56870,1,53087,53087,84.0,,N,0,0
ID47873,2998,0,0,0,,,N,0,1
ID47878,40233,1,33307,33307,92.0,NO,N,0,0
ID47891,34252,2,37912,75824,104.0,SI,N,0,0
ID47938,69281,1,35519,35519,97.0,,N,0,0
ID47942,339,0,0,0,,,N,0,1
ID47943,93834,2,21529,43058,453.0,,Y,1,0
ID47944,37371,2,35920,71840,189.0,,N,0,0
ID47951,46041,2,16795,33590,3.0,,N,0,0
ID47952,37538,0,0,0,,,N,0,1
ID47957,76275,2,35379,70758,209.0,,N,0,0
ID47958,92039,1,51824,51824,202.0,SI,N,0,0
ID47959,85314,1,26636,26636,53.0,,N,0,0
ID47961,30744,0,0,0,,,N,0,1
ID47971,96575,0,0,0,,,N,0,1
ID47973,44049,0,0,0,,,N,0,1
ID47974,39263,0,0,0,,,N,0,1
ID47977,2620,2,48647,97294,216.0,SI,N,0,0
ID47979,48681,1,28546,28546,4.0,,N,0,0
ID47994,94409,2,24537,49074,302.0,,N,0,0
ID47996,52308,1,31766,31766,22.0,,N,0,0
ID48016,99720,1,20287,20287,65.0,NO,N,0,0
ID48022,92837,0,0,0,,NO,N,0,1
ID48026,48381,2,51410,102820,57.0,SI,N,0,0
ID48027,50927,2,30148,60296,59.0,SI,N,0,0
ID48030,49422,0,0,0,,,N,0,1
ID48037,41811,0,0,0,,,N,0,1
ID48043,25110,0,0,0,,,N,0,1
ID48048,68813,2,30793,61586,181.0,,N,0,0
ID48052,77897,0,0,0,,,N,0,1
ID48064,92801,1,37089,37089,34.0,,N,0,0
ID48068,23173,0,0,0,,,N,0,1
ID48085,68427,0,0,0,,SI,N,0,1
ID48106,46862,1,48577,48577,132.0,NO,N,0,0
ID48155,64251,1,52300,52300,20.0,NO,N,0,0
ID48156,62383,0,0,0,,,N,0,1
ID48157,14380,0,0,0,,,N,0,1
ID48166,83089,0,0,0,,,N,0,1
ID48169,91409,1,18707,18707,68.0,NO,N,0,0
ID48170,49669,0,0,0,,,N,0,1
ID48176,4123,2,50381,100762,268.0,,N,0,0
ID48186,26785,0,0,0,,,N,0,1
ID48194,36358,1,16586,16586,7.0,NO,N,0,0
ID48197,2897,1,24260,24260,249.0,SI,N,0,0
ID48214,81345,1,50996,50996,5.0,,N,0,0
ID48216,56716,0,0,0,,,N,0,1
ID48227,88545,1,47349,47349,247.0,,N,0,0
ID48228,65274,1,30280,30280,109.0,,N,0,0
ID48229,2492,1,29185,29185,115.0,,N,0,0
