CODE,Sales_Date,Id_Producto,Customer_ID,PVP,MOTIVO_VENTA,FORMA_PAGO,EXTENSION_GARANTIA,SEGURO_BATERIA_LARGO_PLAZO,MANTENIMIENTO_GRATUITO,FIN_GARANTIA,BASE_DATE,EN_GARANTIA,COSTE_VENTA_NO_IMPUESTOS,GENERO,CODIGO_POSTAL,Edad,RENTA_MEDIA_ESTIMADA,ENCUESTA_CLIENTE_ZONA_TALLER,STATUS_SOCIAL,Modelo,TIPO_CARROCERIA,Fuel,TRANSMISION_ID,Equipamiento,Kw,Revisiones,Km_medio_por_revision,km_ultima_revision,QUEJA,Lead_compra,Lead_compra_1,TIENDA_DESC,PROV_DESC,ZONA,Origen,Margen_eur_bruto,Margen_eur,tiene_queja,extension_garantia_bin,en_garantia_bin,Margen_pct,FLAG_Margen_Negativo,antiguedad_dias,ratio_rev_antiguedad,FLAG_cliente_nuevo,segmento_antiguedad,FLAG_deberia_haber_revisado,gasto_relativo,satisfaccion_baja,km_alto_pocas_rev,Mantenimiento_medio,Alpha,Categoria_Precio
SYN008316,2024-02-03,PA200026,108200,30330,Particular,Financiera Marca,NO,NO,4,02/02/2028,31/12/2023,SI,1439,F,CP8393,55,0,0,,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,10303.1,6218.03,0,0,1,20.5,0,0,0.0,1,Nuevo,0,30330.0,1,0,371.0,0.1,ESTANDAR
SYN008317,2024-03-20,PA200012,90563,23437,Particular,Contado,NO,NO,0,19/03/2028,31/12/2023,SI,670,M,CP33870,31,25846,121,H,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,1,1,SEVILLA,SEVILLA,SUR,Internet,6110.03,3338.5,0,0,1,14.24,0,0,0.0,1,Nuevo,0,0.906794088060048,0,0,263.0,0.07,PREMIUM
SYN008318,2024-03-03,PA200091,101751,21990,Particular,Otros,NO,SI,0,02/03/2028,31/12/2023,SI,951,M,CP4002,33,27265,118,B,B,TIPO1,HÍBRIDO,M,Mid,85,0,0,0,NO,1,1,VALENCIA,VALENCIA,ESTE,Internet,5732.79,2794.58,0,0,1,12.71,0,0,0.0,1,Nuevo,0,0.8065285164129837,0,0,263.0,0.07,PREMIUM
SYN008319,2024-03-06,PA200020,102893,25893,Particular,Contado,NO,NO,0,05/03/2028,31/12/2023,SI,1094,M,CP8227,33,29507,13,G,C,TIPO4,HÍBRIDO,M,Mid,101,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,6750.31,-730.34,0,0,1,-2.82,1,0,0.0,1,Nuevo,0,0.8775205883349714,0,0,276.0,0.1,ESTANDAR
SYN008320,2024-01-31,PA200057,103890,24004,Particular,Contado,NO,NO,0,30/01/2028,31/12/2023,SI,1015,F,CP29620,43,23773,83,H,D,TIPO1,HÍBRIDO,M,Low,99,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,6257.84,-696.11,0,0,1,-2.9,1,0,0.0,1,Nuevo,0,1.009716905733395,0,0,290.0,0.1,ESTANDAR
SYN008321,2024-03-08,PA200020,104186,20621,No Particular,Contado,NO,NO,0,07/03/2028,31/12/2023,SI,1240,F,CP15005,57,28419,166,A,C,TIPO4,HÍBRIDO,M,Mid-High,81,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,5375.89,-1001.28,0,0,1,-4.86,1,0,0.0,1,Nuevo,0,0.7256061085893241,0,0,276.0,0.1,ESTANDAR
SYN008322,2024-03-27,PA200076,104963,28287,Particular,Contado,NO,NO,0,26/03/2028,31/12/2023,SI,1034,M,CP23700,41,24381,76,I,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,9609.09,6090.42,0,0,1,21.53,0,0,0.0,1,Nuevo,0,1.1602067183462532,0,0,371.0,0.1,ESTANDAR
SYN008323,2024-02-27,PA200091,104563,28417,Particular,Prestamo Bancario,NO,SI,0,26/02/2028,31/12/2023,SI,1173,F,CP15866,28,0,0,,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,1122.47,-7035.36,0,0,1,-24.76,1,0,0.0,1,Nuevo,0,28417.0,1,0,390.0,0.1,ESTANDAR
SYN008324,2024-01-10,PA200092,108429,29194,Particular,Contado,NO,SI,0,09/01/2028,31/12/2023,SI,0,F,CP8917,58,0,0,,I,TIPO7,ELÉCTRICO,A,Mid-High,106,0,0,0,NO,1,1,BARCELONA NORTE,BARCELONA,ESTE,Internet,9917.2,7360.88,0,0,1,25.21,0,0,0.0,1,Nuevo,0,29194.0,1,0,371.0,0.1,ESTANDAR
SYN008325,2024-01-17,PA200046,104634,31001,No Particular,Contado,"SI, Financiera",NO,4,16/01/2028,31/12/2023,SI,1747,M,CP28803,24,27486,19,E,D,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,8081.96,-1262.28,0,1,1,-4.07,1,0,0.0,1,Nuevo,0,1.1278832860365278,0,0,290.0,0.1,ESTANDAR
SYN008326,2024-01-06,PA200070,106976,20524,Particular,Financiera Marca,NO,SI,0,05/01/2028,31/12/2023,SI,1282,F,CP8240,42,27100,117,A,B,TIPO1,HÍBRIDO,M,High,77,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,5350.61,2197.21,0,0,1,10.71,0,0,0.0,1,Nuevo,0,0.7573431734317343,0,0,263.0,0.07,PREMIUM
SYN008327,2024-03-07,PA200036,108120,22948,Particular,Otros,NO,NO,0,06/03/2028,31/12/2023,SI,994,M,CP50018,31,27432,2,H,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,7795.44,4738.54,0,0,1,20.65,0,0,0.0,1,Nuevo,0,0.836541265675124,0,0,371.0,0.1,ESTANDAR
SYN008328,2024-03-15,PA200031,107554,19724,Particular,Contado,SI,NO,0,14/03/2028,31/12/2023,SI,1441,M,CP8150,31,28494,93,D,B,TIPO6,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,5142.05,1892.85,0,1,1,9.6,0,0,0.0,1,Nuevo,0,0.6922159051028287,0,0,263.0,0.07,PREMIUM
SYN008329,2024-02-28,PA200097,103395,23423,Particular,Otros,NO,NO,0,27/02/2028,31/12/2023,SI,1994,M,CP43205,42,28581,16,D,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,1,1,MADRID ESTE,MADRID,CENTRO,Internet,7956.79,3862.38,0,0,1,16.49,0,0,0.0,1,Nuevo,0,0.8195304572968056,0,0,371.0,0.1,ESTANDAR
SYN008330,2024-01-11,PA200012,103269,18860,Particular,Otros,NO,NO,0,10/01/2028,31/12/2023,SI,2148,M,CP8830,39,27136,85,E,B,TIPO6,HÍBRIDO,M,High,74,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Internet,4916.8,1028.86,0,0,1,5.46,0,0,0.0,1,Nuevo,0,0.6950176886792453,0,0,263.0,0.07,PREMIUM
SYN008331,2024-01-31,PA200040,101101,13053,Particular,Contado,NO,NO,0,30/01/2028,31/12/2023,SI,0,M,CP8820,48,27600,89,D,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,2887.32,1606.14,0,0,1,12.3,0,0,0.0,1,Nuevo,0,0.47293478260869565,0,0,250.0,0.07,PREMIUM
SYN008332,2024-01-26,PA200026,101680,24937,No Particular,Financiera Marca,"SI, Financiera",NO,0,25/01/2028,31/12/2023,SI,1887,M,CP23002,43,29012,1,A,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,6501.08,2394.05,0,1,1,9.6,0,0,0.0,1,Nuevo,0,0.8595408796360127,0,0,263.0,0.07,PREMIUM
SYN008333,2024-03-10,PA200081,100462,16225,Particular,Otros,NO,NO,0,09/03/2028,31/12/2023,SI,1794,M,CP37420,53,18525,86,K,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,4229.86,904.08,0,0,1,5.57,0,0,0.0,1,Nuevo,0,0.8758434547908233,0,0,263.0,0.07,PREMIUM
SYN008334,2024-02-07,PA200054,103765,22717,Particular,Financiera Marca,NO,NO,4,06/02/2028,31/12/2023,SI,1736,M,CP8035,35,0,0,,B,TIPO6,HÍBRIDO,M,Mid,85,0,0,0,NO,1,1,MADRID ESTE,MADRID,CENTRO,Internet,5922.32,2141.68,0,0,1,9.43,0,0,0.0,1,Nuevo,0,22717.0,1,0,263.0,0.07,PREMIUM
SYN008335,2024-01-29,PA200052,106266,26263,Particular,Contado,SI,NO,0,28/01/2028,31/12/2023,SI,2444,F,CP48600,39,30480,88,C,D,TIPO1,HÍBRIDO,M,Mid,110,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,6846.76,-2071.57,0,1,1,-7.89,1,0,0.0,1,Nuevo,0,0.8616469816272966,0,0,290.0,0.1,ESTANDAR
SYN008336,2024-03-16,PA200008,103148,26885,Particular,Financiera Marca,"SI, Financiera",NO,0,15/03/2028,31/12/2023,SI,1521,M,CP1010,22,30050,95,D,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,9132.83,5237.92,0,1,1,19.48,0,0,0.0,1,Nuevo,0,0.894675540765391,0,0,371.0,0.1,ESTANDAR
SYN008337,2024-01-05,PA200087,105667,26448,Particular,Contado,NO,NO,0,04/01/2028,31/12/2023,SI,620,F,CP28942,32,29897,94,D,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,8984.39,6024.99,0,0,1,22.78,0,0,0.0,1,Nuevo,0,0.8846372545740375,0,0,371.0,0.1,ESTANDAR
SYN008338,2024-01-17,PA200031,104542,22338,Particular,Otros,NO,NO,0,16/01/2028,31/12/2023,SI,2240,M,CP36380,47,0,0,,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,BARCELONA SUR,BARCELONA,ESTE,Tienda,5823.52,-1960.59,0,0,1,-8.78,1,0,0.0,1,Nuevo,0,22338.0,1,0,276.0,0.1,ESTANDAR
SYN008339,2024-03-30,PA200045,100861,27379,Particular,Otros,NO,SI,0,29/03/2028,31/12/2023,SI,1034,M,CP4738,52,23926,116,I,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Tienda,9300.65,5853.71,0,0,1,21.38,0,0,0.0,1,Nuevo,0,1.1443199866254283,0,0,371.0,0.1,ESTANDAR
SYN008340,2024-01-12,PA200099,102638,27147,No Particular,Contado,SI,NO,0,11/01/2028,31/12/2023,SI,443,M,CP31152,55,26118,97,H,D,TIPO1,HÍBRIDO,M,Mid,99,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,7077.22,-49.62,0,1,1,-0.18,1,0,0.0,1,Nuevo,0,1.0393981162416723,0,0,290.0,0.1,ESTANDAR
SYN008341,2024-01-25,PA200048,53592,28405,Particular,Contado,NO,SI,0,24/01/2028,31/12/2023,SI,1447,M,CP17430,25,27183,11,H,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,9649.18,5708.18,0,0,1,20.1,0,0,0.0,1,Nuevo,0,1.0449545671927307,0,0,371.0,0.1,ESTANDAR
SYN008342,2024-01-09,PA200058,3485,30330,Particular,Financiera Marca,"SI, Financiera",NO,0,08/01/2028,31/12/2023,SI,1521,M,CP15873,29,0,6,K,I,TIPO7,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,10303.1,6136.03,0,1,1,20.23,0,0,0.0,1,Nuevo,0,30330.0,0,0,371.0,0.1,ESTANDAR
SYN008343,2024-01-14,PA200013,103744,12671,Particular,Contado,NO,NO,0,13/01/2028,31/12/2023,SI,200,F,CP31013,26,29023,19,D,A,TIPO1,HÍBRIDO,M,Mid-High,61,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,2802.83,1351.82,0,0,1,10.67,0,0,0.0,1,Nuevo,0,0.4365847775901871,0,0,250.0,0.07,PREMIUM
SYN008344,2024-02-11,PA200034,62391,28453,Particular,Financiera Marca,"SI, Financiera",NO,0,10/02/2028,31/12/2023,SI,1521,M,CP25126,52,25927,136,H,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,9665.48,5646.7,0,1,1,19.85,0,0,0.0,1,Nuevo,0,1.0974273922937479,0,0,371.0,0.1,ESTANDAR
SYN008345,2024-03-10,PA200095,107141,27608,Particular,Contado,SI,NO,0,09/03/2028,31/12/2023,SI,1367,F,CP28529,47,37721,0,,D,TIPO1,HÍBRIDO,M,High,115,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,7197.41,-962.69,0,1,1,-3.49,1,0,0.0,1,Nuevo,0,0.7319000026510432,1,0,290.0,0.1,ESTANDAR
SYN008346,2024-03-02,PA200055,104199,21531,Particular,Contado,SI,NO,0,01/03/2028,31/12/2023,SI,670,M,CP36202,38,29145,11,C,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Internet,5613.13,2992.18,0,1,1,13.9,0,0,0.0,1,Nuevo,0,0.7387545033453422,0,0,263.0,0.07,PREMIUM
SYN008347,2024-01-09,PA200020,69631,14814,No Particular,Financiera Marca,"SI, Financiera",NO,0,08/01/2028,31/12/2023,SI,1635,M,CP38005,42,29003,86,C,A,TIPO1,HÍBRIDO,M,High,64,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,3276.86,221.55,0,1,1,1.5,0,0,0.0,1,Nuevo,0,0.51077474743992,0,0,250.0,0.07,PREMIUM
SYN008348,2024-03-30,PA200072,106535,25290,Particular,Contado,NO,NO,0,29/03/2028,31/12/2023,SI,0,M,CP12002,34,28379,11,B,H,TIPO7,ELÉCTRICO,A,Mid,74,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,8391.22,2147.49,0,0,1,8.49,0,0,0.0,1,Nuevo,0,0.8911519081010606,0,0,353.0,0.1,ESTANDAR
SYN008349,2024-01-20,PA200089,103644,28405,Particular,Otros,SI,NO,0,19/01/2028,31/12/2023,SI,422,M,CP8830,58,28996,89,D,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Tienda,9649.18,6733.18,0,1,1,23.7,0,0,0.0,1,Nuevo,0,0.9796178783280453,0,0,371.0,0.1,ESTANDAR
SYN008350,2024-01-13,PA200048,105443,19246,Particular,Otros,NO,NO,0,12/01/2028,31/12/2023,SI,1160,M,CP28011,30,27648,96,B,B,TIPO1,HÍBRIDO,M,Low,74,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Internet,5017.43,2087.0,0,0,1,10.84,0,0,0.0,1,Nuevo,0,0.6961082175925926,0,0,263.0,0.07,PREMIUM
SYN008351,2024-01-25,PA200099,39366,24274,Particular,Financiera Marca,"SI, Financiera",NO,0,24/01/2028,31/12/2023,SI,1482,M,CP28980,53,29142,14,D,I,TIPO7,HÍBRIDO,M,Mid-High,117,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,8245.88,4596.23,0,1,1,18.93,0,0,0.0,1,Nuevo,0,0.8329558712511153,0,0,371.0,0.1,ESTANDAR
SYN008352,2024-01-05,PA200031,104658,25514,Particular,Financiera Marca,"SI, Financiera",NO,0,04/01/2028,31/12/2023,SI,1190,M,CP11011,44,35403,1,E,I,TIPO7,HÍBRIDO,M,High,117,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,8667.11,5211.5,0,1,1,20.43,0,0,0.0,1,Nuevo,0,0.7206733892607972,0,0,371.0,0.1,ESTANDAR
SYN008353,2024-03-05,PA200097,102190,33773,Particular,Contado,NO,SI,0,04/03/2028,31/12/2023,SI,0,M,CP17480,41,25552,88,D,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,BILBAO,BILBAO,NORTE,Tienda,1334.03,-6920.17,0,0,1,-20.49,1,0,0.0,1,Nuevo,0,1.3217360676268002,0,0,390.0,0.1,ESTANDAR
SYN008354,2024-02-20,PA200041,101561,18694,Particular,Contado,NO,NO,0,19/02/2028,31/12/2023,SI,2786,M,CP28017,25,24374,94,B,B,TIPO6,HÍBRIDO,M,Low,77,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,4873.53,360.7,0,0,1,1.93,0,0,0.0,1,Nuevo,0,0.7669647985558382,0,0,263.0,0.07,PREMIUM
SYN008355,2024-01-12,PA200025,100880,20295,Particular,Contado,SI,NO,0,11/01/2028,31/12/2023,SI,0,M,CP28027,43,24829,99,B,D,TIPO1,HÍBRIDO,M,Low,85,0,0,0,NO,0,0,VALENCIA,VALENCIA,ESTE,Tienda,5290.91,230.99,0,1,1,1.14,0,0,0.0,1,Nuevo,0,0.8173909541262233,0,0,290.0,0.1,ESTANDAR
SYN008356,2024-03-15,PA200047,103900,25316,Particular,Financiera Marca,"SI, Financiera",NO,0,14/03/2028,31/12/2023,SI,1834,M,CP28914,53,36970,116,A,B,TIPO1,HÍBRIDO,M,Mid,106,0,0,0,NO,1,1,MALAGA,MALAGA,SUR,Internet,6599.88,2515.92,0,1,1,9.94,0,0,0.0,1,Nuevo,0,0.6847714362997025,0,0,263.0,0.07,PREMIUM
SYN008357,2024-03-06,PA200009,107965,27201,Particular,Contado,NO,NO,0,05/03/2028,31/12/2023,SI,796,M,CP50014,20,0,0,,D,TIPO1,HÍBRIDO,M,Mid,120,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,7091.3,-401.34,0,0,1,-1.48,1,0,0.0,1,Nuevo,0,27201.0,1,0,290.0,0.1,ESTANDAR
SYN008358,2024-01-01,PA200001,63819,23891,Particular,Contado,NO,SI,0,31/12/2027,31/12/2023,SI,951,M,CP46018,32,29640,133,C,B,TIPO1,HÍBRIDO,M,Mid,85,0,0,0,NO,0,0,SEVILLA,SEVILLA,SUR,Internet,6228.38,3139.99,0,0,1,13.14,0,0,0.0,1,Nuevo,0,0.8060391363022942,0,0,263.0,0.07,PREMIUM
SYN008359,2024-02-19,PA200005,105798,23321,Particular,Contado,NO,NO,0,18/02/2028,31/12/2023,SI,1364,F,CP8195,40,0,0,,B,TIPO1,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,6079.78,2623.43,0,0,1,11.25,0,0,0.0,1,Nuevo,0,23321.0,1,0,263.0,0.07,PREMIUM
SYN008360,2024-01-02,PA200034,107157,34808,No Particular,Financiera Marca,NO,NO,0,01/01/2028,31/12/2023,SI,931,M,CP28860,44,37532,213,F,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Tienda,1374.92,-8055.58,0,0,1,-23.14,1,0,0.0,1,Nuevo,0,0.927421933283598,0,0,390.0,0.1,ESTANDAR
SYN008361,2024-01-29,PA200095,102031,36771,Particular,Contado,NO,NO,0,28/01/2028,31/12/2023,SI,994,F,CP3600,43,26493,87,H,I,TIPO7,ELÉCTRICO,A,Mid,124,0,0,0,NO,1,1,BILBAO,BILBAO,NORTE,Internet,12491.11,8342.2,0,0,1,22.69,0,0,0.0,1,Nuevo,0,1.3879515343675688,0,0,371.0,0.1,ESTANDAR
SYN008362,2024-02-16,PA200010,102324,22399,Particular,Otros,NO,NO,0,15/02/2028,31/12/2023,SI,3081,M,CP15127,33,0,115,K,C,TIPO4,HÍBRIDO,M,Low,78,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,5839.42,-2800.14,0,0,1,-12.5,1,0,0.0,1,Nuevo,0,22399.0,0,0,276.0,0.1,ESTANDAR
SYN008363,2024-03-07,PA200089,107531,28287,Particular,Otros,NO,NO,0,06/03/2028,31/12/2023,SI,1034,M,CP8002,41,24694,96,B,I,TIPO7,HÍBRIDO,M,High,106,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,9609.09,6090.42,0,0,1,21.53,0,0,0.0,1,Nuevo,0,1.1455009314003401,0,0,371.0,0.1,ESTANDAR
SYN008364,2024-02-13,PA200100,37783,24579,Particular,Otros,NO,NO,0,12/02/2028,31/12/2023,SI,1149,F,CP36500,35,0,0,,D,TIPO1,HÍBRIDO,M,Low,89,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,6407.75,-816.48,0,0,1,-3.32,1,0,0.0,1,Nuevo,0,24579.0,1,0,290.0,0.1,ESTANDAR
SYN008365,2024-01-14,PA200074,106119,20362,Particular,Contado,NO,NO,0,13/01/2028,31/12/2023,SI,1243,F,CP15930,42,0,0,,B,TIPO6,HÍBRIDO,M,Mid,78,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,5308.37,2206.78,0,0,1,10.84,0,0,0.0,1,Nuevo,0,20362.0,1,0,263.0,0.07,PREMIUM
SYN008366,2024-02-15,PA200047,68374,21990,No Particular,Financiera Marca,"SI, Financiera",NO,0,14/02/2028,31/12/2023,SI,1776,M,CP7004,32,28773,17,C,B,TIPO1,HÍBRIDO,M,Mid,85,0,0,0,NO,1,1,BARCELONA SUR,BARCELONA,ESTE,Internet,5732.79,1969.58,0,1,1,8.96,0,0,0.0,1,Nuevo,0,0.764258158690439,0,0,263.0,0.07,PREMIUM
SYN008367,2024-01-22,PA200097,105152,27693,No Particular,Financiera Marca,"SI, Financiera",NO,0,21/01/2028,31/12/2023,SI,2134,M,CP28044,55,27878,11,B,B,TIPO6,HÍBRIDO,M,Mid,106,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,7219.57,2647.82,0,1,1,9.56,0,0,0.0,1,Nuevo,0,0.9933639428940383,0,0,263.0,0.07,PREMIUM
SYN008368,2024-03-12,PA200046,104375,17988,Particular,Contado,NO,SI,0,11/03/2028,31/12/2023,SI,1263,F,CP28038,49,24439,85,E,B,TIPO6,HÍBRIDO,M,Mid-High,74,0,0,0,NO,0,0,MADRID ESTE,MADRID,CENTRO,Tienda,4689.47,1755.42,0,0,1,9.76,0,0,0.0,1,Nuevo,0,0.7360366627112402,0,0,263.0,0.07,PREMIUM
SYN008369,2024-02-06,PA200080,101146,21990,Particular,Financiera Marca,NO,NO,4,05/02/2028,31/12/2023,SI,1266,F,CP28850,31,0,0,,B,TIPO1,HÍBRIDO,M,Mid,85,0,0,0,NO,0,0,BARCELONA CENTRO,BARCELONA,ESTE,Internet,5732.79,2479.58,0,0,1,11.28,0,0,0.0,1,Nuevo,0,21990.0,1,0,263.0,0.07,PREMIUM
SYN008370,2024-03-29,PA200048,107103,32780,Particular,Contado,NO,NO,0,28/03/2028,31/12/2023,SI,994,M,CP28220,44,35705,112,A,I,TIPO7,ELÉCTRICO,A,Mid,113,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,11135.37,7301.75,0,0,1,22.28,0,0,0.0,1,Nuevo,0,0.9180787004621201,0,0,371.0,0.1,ESTANDAR
SYN008371,2024-01-04,PA200061,4639,12557,No Particular,Contado,NO,NO,0,03/01/2028,31/12/2023,SI,550,M,CP7007,28,27709,76,D,A,TIPO1,HÍBRIDO,M,Low,48,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Internet,2777.61,985.61,0,0,1,7.85,0,0,0.0,1,Nuevo,0,0.45317405897000973,0,0,250.0,0.07,PREMIUM
SYN008372,2024-02-25,PA200017,102104,24348,Particular,Financiera Marca,"SI, Financiera",NO,4,24/02/2028,31/12/2023,SI,796,M,CP8299,29,0,0,,E,TIPO2,HÍBRIDO,M,High,93,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Tienda,7116.92,300.44,0,1,1,1.23,0,0,0.0,1,Nuevo,0,24348.0,1,0,305.0,0.1,ESTANDAR
SYN008373,2024-02-19,PA200080,100128,24750,Particular,Contado,NO,NO,0,18/02/2028,31/12/2023,SI,2050,M,CP3600,36,26493,88,H,D,TIPO1,HÍBRIDO,M,Mid-High,91,0,0,0,NO,0,0,LA CORUÑA,LA CORUÑA,NORTE,Tienda,6452.33,-1713.42,0,0,1,-6.92,1,0,0.0,1,Nuevo,0,0.9342090363492244,0,0,290.0,0.1,ESTANDAR
SYN008374,2024-02-24,PA200100,17799,32990,Particular,Contado,NO,NO,0,23/02/2028,31/12/2023,SI,0,M,CP45200,39,25385,85,D,J,TIPO7,HÍBRIDO,M,Mid,123,0,0,0,NO,0,0,MADRID NORTE,MADRID,CENTRO,Internet,1303.11,-6765.52,0,0,1,-20.51,1,0,0.0,1,Nuevo,0,1.2995863699034864,0,0,390.0,0.1,ESTANDAR
SYN008375,2024-01-25,PA200092,105058,23890,Particular,Contado,NO,NO,0,24/01/2028,31/12/2023,SI,3244,M,CP8226,56,27399,13,G,C,TIPO4,HÍBRIDO,M,Mid,81,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Tienda,6228.12,-2927.81,0,0,1,-12.26,1,0,0.0,1,Nuevo,0,0.8719296324683382,0,0,276.0,0.1,ESTANDAR
SYN008376,2024-02-28,PA200020,101234,23321,Particular,Financiera Marca,"SI, Financiera",NO,0,27/02/2028,31/12/2023,SI,1834,M,CP8940,48,24423,82,E,B,TIPO1,HÍBRIDO,M,Mid-High,106,0,0,0,NO,1,1,MADRID NORTE,MADRID,CENTRO,Internet,6079.78,2153.43,0,1,1,9.23,0,0,0.0,1,Nuevo,0,0.9548785980428285,0,0,263.0,0.07,PREMIUM
SYN008377,2024-01-23,PA200076,41722,26624,Particular,Contado,NO,NO,0,22/01/2028,31/12/2023,SI,1034,M,CP20014,55,27262,97,G,I,TIPO7,HÍBRIDO,M,Mid-High,106,0,0,0,NO,0,0,MADRID SUR,MADRID,CENTRO,Internet,9044.17,5656.88,0,0,1,21.25,0,0,0.0,1,Nuevo,0,0.9765974616682562,0,0,371.0,0.1,ESTANDAR
SYN008378,2024-01-04,PA200020,73898,32578,Particular,Contado,SI,NO,0,03/01/2028,31/12/2023,SI,1392,M,CP3440,31,24758,9,H,D,TIPO6,ELÉCTRICO,A,Mid,136,0,0,0,NO,0,0,BARCELONA NORTE,BARCELONA,ESTE,Internet,8493.08,-869.9,0,1,1,-2.67,1,0,0.0,1,Nuevo,0,1.3158575006058648,0,0,290.0,0.1,ESTANDAR
SYN008379,2024-01-04,PA200069,100296,19614,Particular,Financiera Marca,"SI, Financiera",NO,0,03/01/2028,31/12/2023,SI,1339,M,CP20160,46,31287,132,G,B,TIPO1,HÍBRIDO,M,Mid-High,85,0,0,0,NO,0,0,MADRID OESTE,MADRID,CENTRO,Internet,5113.37,1974.86,0,1,1,10.07,0,0,0.0,1,Nuevo,0,0.6269057435995781,0,0,263.0,0.07,PREMIUM
SYN008380,2024-02-15,PA200036,102122,20999,Particular,Contado,NO,SI,0,14/02/2028,31/12/2023,SI,1278,M,CP36002,55,29023,91,B,B,TIPO6,HÍBRIDO,M,High,77,0,0,0,NO,0,0,MALAGA,MALAGA,SUR,Tienda,5474.44,2287.52,0,0,1,10.89,0,0,0.0,1,Nuevo,0,0.7235296144437171,0,0,263.0,0.07,PREMIUM
